Asset,Horizon,Model,CrossDate,FirstViol,LeadDays,VIX_at_cross
treasury,1m,LGB_VIX,2018-11-19,2018-11-02,17,20.1
treasury,1m,LGB_VIX,2018-12-04,2018-11-06,28,20.7
treasury,1m,LGB_VIX,2019-05-13,2019-04-25,18,20.5
treasury,1m,LGB_VIX,2019-08-05,2019-07-08,28,24.6
treasury,1m,LGB_VIX,2019-08-12,2019-07-15,28,21.1
treasury,1m,LGB_VIX,2019-08-14,2019-07-15,30,22.1
treasury,1m,LGB_VIX,2019-08-27,2019-07-29,29,20.3
treasury,1m,LGB_VIX,2020-02-24,2020-01-27,28,25.0
treasury,1m,LGB_VIX,2021-03-18,2021-03-18,0,21.6
treasury,1m,LGB_VIX,2021-03-23,2021-03-18,5,20.3
treasury,1m,LGB_VIX,2021-03-29,2021-03-18,11,20.7
treasury,1m,LGB_VIX,2021-05-11,2021-05-19,-8,21.8
treasury,1m,LGB_VIX,2021-05-18,2021-05-19,-1,21.3
treasury,1m,LGB_VIX,2021-06-18,2021-05-19,30,20.7
treasury,1m,LGB_VIX,2021-07-19,2021-06-23,26,22.5
treasury,1m,LGB_VIX,2022-12-05,2022-11-07,28,20.8
treasury,1m,LGB_VIX,2023-01-18,2022-12-23,26,20.3
treasury,1m,LGB_VIX,2023-02-09,2023-02-13,-4,20.7
treasury,1m,LGB_VIX,2023-02-16,2023-02-13,3,20.2
treasury,1m,LGB_VIX,2023-03-09,2023-02-13,24,22.6
treasury,1m,LGB_VIX,2023-10-19,2023-10-19,0,21.4
treasury,1m,LGB_VIX,2023-10-25,2023-10-19,6,20.2
treasury,1m,LGB_CASSI,2011-06-24,2011-06-28,-4,21.1
treasury,1m,LGB_CASSI,2011-07-14,2011-06-28,16,20.8
treasury,1m,LGB_CASSI,2011-07-18,2011-06-28,20,21.0
treasury,1m,LGB_CASSI,2011-07-26,2011-06-28,28,20.2
treasury,1m,LGB_CASSI,2012-04-10,2012-04-17,-7,20.4
treasury,1m,LGB_CASSI,2012-05-09,2012-04-17,22,20.1
treasury,1m,LGB_CASSI,2012-05-14,2012-04-17,27,21.9
treasury,1m,LGB_CASSI,2014-10-10,2014-09-10,30,21.2
treasury,1m,LGB_CASSI,2014-12-11,2014-12-02,9,20.1
treasury,1m,LGB_CASSI,2015-01-06,2014-12-08,29,21.1
treasury,1m,LGB_CASSI,2015-01-13,2014-12-19,25,20.6
treasury,1m,LGB_CASSI,2015-01-28,2014-12-29,30,20.4
treasury,1m,LGB_CASSI,2015-12-18,2015-12-24,-6,20.7
treasury,1m,LGB_CASSI,2016-01-04,2015-12-24,11,20.7
treasury,1m,LGB_CASSI,2016-01-06,2015-12-24,13,20.6
treasury,1m,LGB_CASSI,2016-02-02,2016-01-05,28,22.0
treasury,1m,LGB_CASSI,2016-06-13,2016-05-24,20,21.0
treasury,1m,LGB_CASSI,2016-06-22,2016-05-24,29,21.2
treasury,1m,LGB_CASSI,2016-06-24,2016-05-25,30,25.8
treasury,1m,LGB_CASSI,2018-10-23,2018-10-31,-8,20.7
treasury,1m,LGB_CASSI,2018-11-12,2018-10-31,12,20.5
treasury,1m,LGB_CASSI,2018-11-19,2018-10-31,19,20.1
treasury,1m,LGB_CASSI,2018-12-04,2018-11-05,29,20.7
treasury,1m,LGB_CASSI,2019-05-13,2019-04-15,28,20.5
treasury,1m,LGB_CASSI,2019-08-05,2019-07-08,28,24.6
treasury,1m,LGB_CASSI,2019-08-12,2019-07-15,28,21.1
treasury,1m,LGB_CASSI,2019-08-14,2019-07-15,30,22.1
treasury,1m,LGB_CASSI,2019-08-27,2019-07-29,29,20.3
treasury,1m,LGB_CASSI,2020-02-24,2020-01-27,28,25.0
treasury,1m,LGB_CASSI,2021-05-11,2021-05-19,-8,21.8
treasury,1m,LGB_CASSI,2021-05-18,2021-05-19,-1,21.3
treasury,1m,LGB_CASSI,2021-06-18,2021-05-19,30,20.7
treasury,1m,LGB_CASSI,2021-07-19,2021-06-23,26,22.5
treasury,1m,LGB_CASSI,2022-12-05,2022-11-07,28,20.8
treasury,1m,LGB_CASSI,2023-01-18,2022-12-23,26,20.3
treasury,1m,LGB_CASSI,2023-02-09,2023-02-10,-1,20.7
treasury,1m,LGB_CASSI,2023-02-16,2023-02-10,6,20.2
treasury,1m,LGB_CASSI,2023-03-09,2023-02-10,27,22.6
treasury,1m,LGB_CASSI,2023-10-19,2023-10-25,-6,21.4
treasury,1m,LGB_CASSI,2023-10-25,2023-10-25,0,20.2
eurusd,1w,LGB_VIX,2010-10-26,2010-11-05,-10,20.2
eurusd,1w,LGB_VIX,2010-11-12,2010-11-05,7,20.6
eurusd,1w,LGB_VIX,2010-11-23,2010-11-05,18,20.6
eurusd,1w,LGB_VIX,2010-11-26,2010-11-05,21,22.2
eurusd,1w,LGB_VIX,2011-01-28,2011-01-03,25,20.0
eurusd,1w,LGB_VIX,2011-06-24,2011-07-01,-7,21.1
eurusd,1w,LGB_VIX,2011-07-14,2011-07-01,13,20.8
eurusd,1w,LGB_VIX,2011-07-18,2011-07-01,17,21.0
eurusd,1w,LGB_VIX,2011-07-26,2011-07-01,25,20.2
eurusd,1w,LGB_VIX,2012-05-14,2012-05-22,-8,21.9
eurusd,1w,LGB_VIX,2012-06-21,2012-05-22,30,20.1
eurusd,1w,LGB_VIX,2012-06-25,2012-07-02,-7,20.4
eurusd,1w,LGB_VIX,2012-07-24,2012-07-02,22,20.5
eurusd,1w,LGB_VIX,2013-06-20,2013-06-17,3,20.5
eurusd,1w,LGB_VIX,2013-06-24,2013-06-17,7,20.1
eurusd,1w,LGB_VIX,2014-10-10,2014-09-19,21,21.2
eurusd,1w,LGB_VIX,2014-12-11,2014-12-15,-4,20.1
eurusd,1w,LGB_VIX,2015-01-06,2014-12-15,22,21.1
eurusd,1w,LGB_VIX,2015-01-13,2014-12-15,29,20.6
eurusd,1w,LGB_VIX,2015-01-28,2014-12-30,29,20.4
eurusd,1w,LGB_VIX,2015-01-30,2014-12-31,30,21.0
eurusd,1w,LGB_VIX,2015-08-21,2015-08-25,-4,28.0
eurusd,1w,LGB_VIX,2015-11-13,2015-10-16,28,20.1
eurusd,1w,LGB_VIX,2016-06-13,2016-06-20,-7,21.0
eurusd,1w,LGB_VIX,2016-06-22,2016-06-20,2,21.2
eurusd,1w,LGB_VIX,2016-06-24,2016-06-20,4,25.8
eurusd,1w,LGB_VIX,2016-11-03,2016-10-06,28,22.1
eurusd,1w,LGB_VIX,2018-02-05,2018-02-01,4,37.3
eurusd,1w,LGB_VIX,2018-02-20,2018-02-01,19,20.6
eurusd,1w,LGB_VIX,2018-03-01,2018-02-01,28,22.5
eurusd,1w,LGB_VIX,2018-03-22,2018-03-28,-6,23.3
eurusd,1w,LGB_VIX,2018-04-02,2018-03-28,5,23.6
eurusd,1w,LGB_VIX,2018-04-06,2018-03-28,9,21.5
eurusd,1w,LGB_VIX,2018-10-10,2018-09-26,14,23.0
eurusd,1w,LGB_VIX,2018-10-18,2018-09-26,22,20.1
eurusd,1w,LGB_VIX,2018-10-23,2018-09-26,27,20.7
eurusd,1w,LGB_VIX,2020-02-24,2020-02-03,21,25.0
eurusd,1w,LGB_VIX,2021-02-16,2021-01-29,18,21.5
eurusd,1w,LGB_VIX,2021-03-18,2021-02-26,20,21.6
eurusd,1w,LGB_VIX,2021-03-23,2021-02-26,25,20.3
eurusd,1w,LGB_VIX,2021-03-29,2021-03-01,28,20.7
eurusd,1w,LGB_VIX,2021-05-18,2021-05-26,-8,21.3
eurusd,1w,LGB_VIX,2021-06-18,2021-05-26,23,20.7
eurusd,1w,LGB_VIX,2021-07-19,2021-06-29,20,22.5
eurusd,1w,LGB_VIX,2021-08-18,2021-08-04,14,21.6
eurusd,1w,LGB_VIX,2021-09-17,2021-09-24,-7,20.8
eurusd,1w,LGB_VIX,2021-09-28,2021-09-24,4,23.2
eurusd,1w,LGB_VIX,2021-11-26,2021-11-09,17,28.6
eurusd,1w,LGB_VIX,2021-12-09,2021-11-09,30,21.6
eurusd,1w,LGB_VIX,2021-12-13,2021-11-15,28,20.3
eurusd,1w,LGB_VIX,2022-01-13,2022-01-21,-8,20.3
eurusd,1w,LGB_VIX,2022-01-18,2022-01-21,-3,22.8
eurusd,1w,LGB_VIX,2022-02-10,2022-01-21,20,23.9
eurusd,1w,LGB_VIX,2022-03-31,2022-03-01,30,20.6
eurusd,1w,LGB_VIX,2022-08-11,2022-08-12,-1,20.2
eurusd,1w,LGB_VIX,2022-08-19,2022-08-12,7,20.6
eurusd,1w,LGB_VIX,2023-02-09,2023-02-02,7,20.7
eurusd,1w,LGB_VIX,2023-02-16,2023-02-02,14,20.2
eurusd,1w,LGB_VIX,2024-09-03,2024-08-26,8,20.7
eurusd,1w,LGB_VIX,2024-09-06,2024-08-26,11,22.4
eurusd,1w,LGB_CASSI,2010-10-26,2010-11-04,-9,20.2
eurusd,1w,LGB_CASSI,2010-11-12,2010-11-04,8,20.6
eurusd,1w,LGB_CASSI,2010-11-23,2010-11-04,19,20.6
eurusd,1w,LGB_CASSI,2010-11-26,2010-11-04,22,22.2
eurusd,1w,LGB_CASSI,2011-01-28,2011-01-03,25,20.0
eurusd,1w,LGB_CASSI,2011-06-24,2011-07-01,-7,21.1
eurusd,1w,LGB_CASSI,2011-07-14,2011-07-01,13,20.8
eurusd,1w,LGB_CASSI,2011-07-18,2011-07-01,17,21.0
eurusd,1w,LGB_CASSI,2011-07-26,2011-07-01,25,20.2
eurusd,1w,LGB_CASSI,2012-03-06,2012-02-29,6,20.9
eurusd,1w,LGB_CASSI,2012-05-14,2012-05-22,-8,21.9
eurusd,1w,LGB_CASSI,2012-06-21,2012-05-22,30,20.1
eurusd,1w,LGB_CASSI,2012-06-25,2012-07-02,-7,20.4
eurusd,1w,LGB_CASSI,2012-07-24,2012-07-02,22,20.5
eurusd,1w,LGB_CASSI,2013-06-20,2013-06-17,3,20.5
eurusd,1w,LGB_CASSI,2013-06-24,2013-06-17,7,20.1
eurusd,1w,LGB_CASSI,2014-10-10,2014-09-24,16,21.2
eurusd,1w,LGB_CASSI,2014-12-11,2014-11-17,24,20.1
eurusd,1w,LGB_CASSI,2015-01-06,2014-12-15,22,21.1
eurusd,1w,LGB_CASSI,2015-01-13,2014-12-15,29,20.6
eurusd,1w,LGB_CASSI,2015-01-28,2014-12-30,29,20.4
eurusd,1w,LGB_CASSI,2015-01-30,2014-12-31,30,21.0
eurusd,1w,LGB_CASSI,2015-08-21,2015-08-25,-4,28.0
eurusd,1w,LGB_CASSI,2015-11-13,2015-10-16,28,20.1
eurusd,1w,LGB_CASSI,2016-06-13,2016-06-20,-7,21.0
eurusd,1w,LGB_CASSI,2016-06-22,2016-06-20,2,21.2
eurusd,1w,LGB_CASSI,2016-06-24,2016-06-20,4,25.8
eurusd,1w,LGB_CASSI,2016-11-03,2016-10-06,28,22.1
eurusd,1w,LGB_CASSI,2018-02-05,2018-02-01,4,37.3
eurusd,1w,LGB_CASSI,2018-02-20,2018-02-01,19,20.6
eurusd,1w,LGB_CASSI,2018-03-01,2018-02-01,28,22.5
eurusd,1w,LGB_CASSI,2018-03-22,2018-03-27,-5,23.3
eurusd,1w,LGB_CASSI,2018-04-02,2018-03-27,6,23.6
eurusd,1w,LGB_CASSI,2018-04-06,2018-03-27,10,21.5
eurusd,1w,LGB_CASSI,2018-10-10,2018-09-26,14,23.0
eurusd,1w,LGB_CASSI,2018-10-18,2018-09-26,22,20.1
eurusd,1w,LGB_CASSI,2018-10-23,2018-09-26,27,20.7
eurusd,1w,LGB_CASSI,2020-02-24,2020-02-03,21,25.0
eurusd,1w,LGB_CASSI,2021-02-16,2021-02-25,-9,21.5
eurusd,1w,LGB_CASSI,2021-03-18,2021-02-25,21,21.6
eurusd,1w,LGB_CASSI,2021-03-23,2021-02-25,26,20.3
eurusd,1w,LGB_CASSI,2021-03-29,2021-03-01,28,20.7
eurusd,1w,LGB_CASSI,2021-06-18,2021-06-10,8,20.7
eurusd,1w,LGB_CASSI,2021-09-17,2021-09-24,-7,20.8
eurusd,1w,LGB_CASSI,2021-09-28,2021-09-24,4,23.2
eurusd,1w,LGB_CASSI,2021-11-26,2021-11-09,17,28.6
eurusd,1w,LGB_CASSI,2021-12-09,2021-11-09,30,21.6
eurusd,1w,LGB_CASSI,2021-12-13,2021-11-15,28,20.3
eurusd,1w,LGB_CASSI,2022-01-13,2022-01-21,-8,20.3
eurusd,1w,LGB_CASSI,2022-01-18,2022-01-21,-3,22.8
eurusd,1w,LGB_CASSI,2022-02-10,2022-01-21,20,23.9
eurusd,1w,LGB_CASSI,2022-03-31,2022-03-01,30,20.6
eurusd,1w,LGB_CASSI,2022-04-05,2022-03-31,5,21.0
eurusd,1w,LGB_CASSI,2022-08-11,2022-08-12,-1,20.2
eurusd,1w,LGB_CASSI,2022-08-19,2022-08-12,7,20.6
eurusd,1w,LGB_CASSI,2023-02-09,2023-02-02,7,20.7
eurusd,1w,LGB_CASSI,2023-02-16,2023-02-02,14,20.2
eurusd,1w,LGB_CASSI,2024-09-03,2024-08-26,8,20.7
eurusd,1w,LGB_CASSI,2024-09-06,2024-08-26,11,22.4
eurusd,1m,LGB_VIX,2010-10-19,2010-10-25,-6,20.6
eurusd,1m,LGB_VIX,2010-10-26,2010-10-25,1,20.2
eurusd,1m,LGB_VIX,2010-11-12,2010-10-25,18,20.6
eurusd,1m,LGB_VIX,2010-11-23,2010-10-25,29,20.6
eurusd,1m,LGB_VIX,2010-11-26,2010-10-27,30,22.2
eurusd,1m,LGB_VIX,2011-07-14,2011-07-06,8,20.8
eurusd,1m,LGB_VIX,2011-07-18,2011-07-06,12,21.0
eurusd,1m,LGB_VIX,2011-07-26,2011-07-06,20,20.2
eurusd,1m,LGB_VIX,2012-05-09,2012-04-25,14,20.1
eurusd,1m,LGB_VIX,2012-05-14,2012-04-25,19,21.9
eurusd,1m,LGB_VIX,2014-12-11,2014-12-10,1,20.1
eurusd,1m,LGB_VIX,2015-01-06,2014-12-10,27,21.1
eurusd,1m,LGB_VIX,2015-01-13,2014-12-15,29,20.6
eurusd,1m,LGB_VIX,2015-01-28,2014-12-29,30,20.4
eurusd,1m,LGB_VIX,2015-01-30,2014-12-31,30,21.0
eurusd,1m,LGB_VIX,2015-11-13,2015-10-14,30,20.1
eurusd,1m,LGB_VIX,2016-11-03,2016-10-06,28,22.1
eurusd,1m,LGB_VIX,2018-03-22,2018-03-27,-5,23.3
eurusd,1m,LGB_VIX,2018-04-02,2018-03-27,6,23.6
eurusd,1m,LGB_VIX,2018-04-06,2018-03-27,10,21.5
eurusd,1m,LGB_VIX,2018-10-10,2018-09-25,15,23.0
eurusd,1m,LGB_VIX,2018-10-18,2018-09-25,23,20.1
eurusd,1m,LGB_VIX,2018-10-23,2018-09-25,28,20.7
eurusd,1m,LGB_VIX,2021-02-16,2021-02-11,5,21.5
eurusd,1m,LGB_VIX,2021-03-18,2021-02-22,24,21.6
eurusd,1m,LGB_VIX,2021-03-23,2021-02-22,29,20.3
eurusd,1m,LGB_VIX,2021-03-29,2021-03-01,28,20.7
eurusd,1m,LGB_VIX,2021-05-18,2021-05-26,-8,21.3
eurusd,1m,LGB_VIX,2021-06-18,2021-05-26,23,20.7
eurusd,1m,LGB_VIX,2021-11-26,2021-10-29,28,28.6
eurusd,1m,LGB_VIX,2022-02-10,2022-02-02,8,23.9
eurusd,1m,LGB_VIX,2022-03-31,2022-03-30,1,20.6
eurusd,1m,LGB_VIX,2022-04-05,2022-03-30,6,21.0
eurusd,1m,LGB_VIX,2022-08-19,2022-08-25,-6,20.6
eurusd,1m,LGB_VIX,2023-02-09,2023-02-02,7,20.7
eurusd,1m,LGB_VIX,2023-02-16,2023-02-02,14,20.2
eurusd,1m,LGB_VIX,2024-09-06,2024-09-16,-10,22.4
eurusd,1m,LGB_VIX,2024-10-03,2024-09-16,17,20.5
eurusd,1m,LGB_VIX,2024-10-07,2024-09-16,21,22.6
eurusd,1m,LGB_VIX,2024-10-15,2024-09-16,29,20.6
eurusd,1m,LGB_VIX,2024-10-25,2024-09-25,30,20.3
eurusd,1m,LGB_CASSI,2010-10-19,2010-10-15,4,20.6
eurusd,1m,LGB_CASSI,2010-10-26,2010-10-15,11,20.2
eurusd,1m,LGB_CASSI,2010-11-12,2010-10-15,28,20.6
eurusd,1m,LGB_CASSI,2010-11-23,2010-10-25,29,20.6
eurusd,1m,LGB_CASSI,2010-11-26,2010-10-27,30,22.2
eurusd,1m,LGB_CASSI,2011-06-15,2011-06-08,7,21.3
eurusd,1m,LGB_CASSI,2011-06-24,2011-06-08,16,21.1
eurusd,1m,LGB_CASSI,2012-05-09,2012-04-24,15,20.1
eurusd,1m,LGB_CASSI,2012-05-14,2012-04-24,20,21.9
eurusd,1m,LGB_CASSI,2014-12-11,2014-11-26,15,20.1
eurusd,1m,LGB_CASSI,2015-01-06,2014-12-09,28,21.1
eurusd,1m,LGB_CASSI,2015-01-13,2014-12-15,29,20.6
eurusd,1m,LGB_CASSI,2015-01-28,2014-12-29,30,20.4
eurusd,1m,LGB_CASSI,2015-01-30,2014-12-31,30,21.0
eurusd,1m,LGB_CASSI,2015-11-13,2015-10-14,30,20.1
eurusd,1m,LGB_CASSI,2016-11-03,2016-10-18,16,22.1
eurusd,1m,LGB_CASSI,2018-03-22,2018-03-27,-5,23.3
eurusd,1m,LGB_CASSI,2018-04-02,2018-03-27,6,23.6
eurusd,1m,LGB_CASSI,2018-04-06,2018-03-27,10,21.5
eurusd,1m,LGB_CASSI,2018-10-10,2018-09-25,15,23.0
eurusd,1m,LGB_CASSI,2018-10-18,2018-09-25,23,20.1
eurusd,1m,LGB_CASSI,2018-10-23,2018-09-25,28,20.7
eurusd,1m,LGB_CASSI,2020-02-24,2020-03-04,-9,25.0
eurusd,1m,LGB_CASSI,2021-02-16,2021-02-22,-6,21.5
eurusd,1m,LGB_CASSI,2021-03-18,2021-02-22,24,21.6
eurusd,1m,LGB_CASSI,2021-03-23,2021-02-22,29,20.3
eurusd,1m,LGB_CASSI,2021-03-29,2021-03-01,28,20.7
eurusd,1m,LGB_CASSI,2021-05-11,2021-05-19,-8,21.8
eurusd,1m,LGB_CASSI,2021-05-18,2021-05-19,-1,21.3
eurusd,1m,LGB_CASSI,2021-06-18,2021-05-19,30,20.7
eurusd,1m,LGB_CASSI,2021-11-26,2021-10-29,28,28.6
eurusd,1m,LGB_CASSI,2022-02-10,2022-02-02,8,23.9
eurusd,1m,LGB_CASSI,2022-03-31,2022-03-30,1,20.6
eurusd,1m,LGB_CASSI,2022-04-05,2022-03-30,6,21.0
eurusd,1m,LGB_CASSI,2022-08-19,2022-08-24,-5,20.6
eurusd,1m,LGB_CASSI,2023-02-09,2023-02-02,7,20.7
eurusd,1m,LGB_CASSI,2023-02-16,2023-02-02,14,20.2
eurusd,1m,LGB_CASSI,2024-10-03,2024-09-17,16,20.5
eurusd,1m,LGB_CASSI,2024-10-07,2024-09-17,20,22.6
eurusd,1m,LGB_CASSI,2024-10-15,2024-09-17,28,20.6
eurusd,1m,LGB_CASSI,2024-10-25,2024-09-25,30,20.3
oil,1w,LGB_VIX,2010-11-12,2010-11-10,2,20.6
oil,1w,LGB_VIX,2010-11-23,2010-11-10,13,20.6
oil,1w,LGB_VIX,2010-11-26,2010-11-10,16,22.2
oil,1w,LGB_VIX,2011-03-01,2011-03-08,-7,21.0
oil,1w,LGB_VIX,2011-03-07,2011-03-08,-1,20.7
oil,1w,LGB_VIX,2011-03-09,2011-03-08,1,20.2
oil,1w,LGB_VIX,2011-07-18,2011-07-28,-10,21.0
oil,1w,LGB_VIX,2011-07-26,2011-07-28,-2,20.2
oil,1w,LGB_VIX,2012-04-10,2012-03-23,18,20.4
oil,1w,LGB_VIX,2012-05-09,2012-04-27,12,20.1
oil,1w,LGB_VIX,2012-05-14,2012-04-27,17,21.9
oil,1w,LGB_VIX,2012-06-21,2012-05-22,30,20.1
oil,1w,LGB_VIX,2012-06-25,2012-06-14,11,20.4
oil,1w,LGB_VIX,2013-10-08,2013-09-18,20,20.3
oil,1w,LGB_VIX,2014-10-10,2014-09-26,14,21.2
oil,1w,LGB_VIX,2014-12-11,2014-11-11,30,20.1
oil,1w,LGB_VIX,2015-01-06,2014-12-08,29,21.1
oil,1w,LGB_VIX,2015-01-13,2014-12-23,21,20.6
oil,1w,LGB_VIX,2015-01-28,2014-12-29,30,20.4
oil,1w,LGB_VIX,2015-01-30,2014-12-31,30,21.0
oil,1w,LGB_VIX,2015-08-21,2015-07-30,22,28.0
oil,1w,LGB_VIX,2015-11-13,2015-11-06,7,20.1
oil,1w,LGB_VIX,2015-12-11,2015-11-30,11,24.4
oil,1w,LGB_VIX,2015-12-18,2015-11-30,18,20.7
oil,1w,LGB_VIX,2016-01-04,2015-12-29,6,20.7
oil,1w,LGB_VIX,2016-01-06,2015-12-29,8,20.6
oil,1w,LGB_VIX,2016-02-02,2016-01-05,28,22.0
oil,1w,LGB_VIX,2016-02-23,2016-01-29,25,21.0
oil,1w,LGB_VIX,2016-02-29,2016-02-03,26,20.5
oil,1w,LGB_VIX,2016-06-13,2016-06-09,4,21.0
oil,1w,LGB_VIX,2016-06-22,2016-06-09,13,21.2
oil,1w,LGB_VIX,2016-06-24,2016-06-09,15,25.8
oil,1w,LGB_VIX,2016-11-03,2016-10-26,8,22.1
oil,1w,LGB_VIX,2018-02-05,2018-01-31,5,37.3
oil,1w,LGB_VIX,2018-02-20,2018-01-31,20,20.6
oil,1w,LGB_VIX,2018-03-01,2018-01-31,29,22.5
oil,1w,LGB_VIX,2018-10-10,2018-10-10,0,23.0
oil,1w,LGB_VIX,2018-10-18,2018-10-10,8,20.1
oil,1w,LGB_VIX,2018-10-23,2018-10-10,13,20.7
oil,1w,LGB_VIX,2018-11-12,2018-10-16,27,20.5
oil,1w,LGB_VIX,2018-11-19,2018-10-25,25,20.1
oil,1w,LGB_VIX,2018-12-04,2018-11-05,29,20.7
oil,1w,LGB_VIX,2019-05-13,2019-05-20,-7,20.5
oil,1w,LGB_VIX,2019-08-05,2019-07-11,25,24.6
oil,1w,LGB_VIX,2019-08-12,2019-07-31,12,21.1
oil,1w,LGB_VIX,2019-08-14,2019-07-31,14,22.1
oil,1w,LGB_VIX,2019-08-27,2019-07-31,27,20.3
oil,1w,LGB_VIX,2019-10-02,2019-09-23,9,20.6
oil,1w,LGB_VIX,2019-10-08,2019-09-23,15,20.3
oil,1w,LGB_VIX,2020-02-24,2020-02-19,5,25.0
oil,1w,LGB_VIX,2021-03-18,2021-03-11,7,21.6
oil,1w,LGB_VIX,2021-03-23,2021-03-11,12,20.3
oil,1w,LGB_VIX,2021-03-29,2021-03-11,18,20.7
oil,1w,LGB_VIX,2021-07-19,2021-07-12,7,22.5
oil,1w,LGB_VIX,2021-08-18,2021-07-28,21,21.6
oil,1w,LGB_VIX,2021-09-10,2021-08-11,30,21.0
oil,1w,LGB_VIX,2022-03-31,2022-03-07,24,20.6
oil,1w,LGB_VIX,2022-04-05,2022-03-07,29,21.0
oil,1w,LGB_VIX,2022-08-11,2022-07-28,14,20.2
oil,1w,LGB_VIX,2022-08-19,2022-07-28,22,20.6
oil,1w,LGB_VIX,2022-12-05,2022-11-11,24,20.8
oil,1w,LGB_VIX,2023-03-09,2023-03-08,1,22.6
oil,1w,LGB_VIX,2023-05-04,2023-04-27,7,20.1
oil,1w,LGB_VIX,2023-05-24,2023-04-27,27,20.0
oil,1w,LGB_VIX,2023-10-19,2023-09-27,22,21.4
oil,1w,LGB_VIX,2023-10-25,2023-09-27,28,20.2
oil,1w,LGB_VIX,2024-08-02,2024-08-12,-10,23.4
oil,1w,LGB_VIX,2024-09-03,2024-08-12,22,20.7
oil,1w,LGB_VIX,2024-09-06,2024-08-12,25,22.4
oil,1w,LGB_CASSI,2010-11-12,2010-11-10,2,20.6
oil,1w,LGB_CASSI,2010-11-23,2010-11-10,13,20.6
oil,1w,LGB_CASSI,2010-11-26,2010-11-10,16,22.2
oil,1w,LGB_CASSI,2011-01-28,2011-01-12,16,20.0
oil,1w,LGB_CASSI,2011-02-22,2011-01-31,22,20.8
oil,1w,LGB_CASSI,2011-03-01,2011-01-31,29,21.0
oil,1w,LGB_CASSI,2011-03-07,2011-03-08,-1,20.7
oil,1w,LGB_CASSI,2011-03-09,2011-03-08,1,20.2
oil,1w,LGB_CASSI,2011-06-15,2011-06-09,6,21.3
oil,1w,LGB_CASSI,2011-06-24,2011-06-09,15,21.1
oil,1w,LGB_CASSI,2011-07-18,2011-07-28,-10,21.0
oil,1w,LGB_CASSI,2011-07-26,2011-07-28,-2,20.2
oil,1w,LGB_CASSI,2012-04-10,2012-03-23,18,20.4
oil,1w,LGB_CASSI,2012-05-09,2012-04-27,12,20.1
oil,1w,LGB_CASSI,2012-05-14,2012-04-27,17,21.9
oil,1w,LGB_CASSI,2012-06-21,2012-05-22,30,20.1
oil,1w,LGB_CASSI,2012-06-25,2012-06-14,11,20.4
oil,1w,LGB_CASSI,2013-06-20,2013-05-21,30,20.5
oil,1w,LGB_CASSI,2013-06-24,2013-06-14,10,20.1
oil,1w,LGB_CASSI,2013-10-08,2013-10-16,-8,20.3
oil,1w,LGB_CASSI,2014-10-10,2014-09-29,11,21.2
oil,1w,LGB_CASSI,2014-12-11,2014-11-11,30,20.1
oil,1w,LGB_CASSI,2015-01-06,2014-12-08,29,21.1
